Consumer Wise Detail Report,,,,,,,,,,,,,,,,,,,,,,,,,,Run Date,11-Nov-25
Col Centre Code,Receipt Date,Book Number,Receipt Number,Receipt Type,BU,PC,Consumer No,Mode,Bank,IFSC,MICR,Cheque No,Cheque Date,Receipt Amount,Submitted,B60 Generated ,Modification,Cheque Bounce,"Receipt Source
",Ledger Updation Date,B80 Revision Id,B80 Date,Cheque Realised Date,B60 Date,Theft Consumer Name,Revision ID,CIR ID
010965012-Medha Sub Division Office Coll.,07-Nov-25,B06766,0006089,05,0965,5,195500001726,CASH,-----------------------, ----------,---------,------,,540,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
010965012-Medha Sub Division Office Coll.,07-Nov-25,B06766,0006090,01,0965,8,195260000824,CASH,-----------------------, ----------,---------,------,,430,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
010965012-Medha Sub Division Office Coll.,07-Nov-25,B06766,0006091,01,0965,5,196811934919,CASH,-----------------------, ----------,---------,------,,610,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
010965012-Medha Sub Division Office Coll.,07-Nov-25,B06766,0006092,01,0965,8,195261946691,CASH,-----------------------, ----------,---------,------,,730,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
010965012-Medha Sub Division Office Coll.,07-Nov-25,B06766,0006093,01,0965,5,195630075748,CASH,-----------------------, ----------,---------,------,,1320,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
010965012-Medha Sub Division Office Coll.,07-Nov-25,B06766,0006094,01,0965,5,195010054031,CASH,-----------------------, ----------,---------,------,,730,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
010965012-Medha Sub Division Office Coll.,07-Nov-25,B06766,0006095,01,0965,5,195011935767,CASH,-----------------------, ----------,---------,------,,2240,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
010965012-Medha Sub Division Office Coll.,07-Nov-25,B06766,0006096,01,0965,5,196801952811,CASH,-----------------------, ----------,---------,------,,240,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
010965012-Medha Sub Division Office Coll.,07-Nov-25,B06766,0006097,01,0965,5,196801926641,CASH,-----------------------, ----------,---------,------,,470,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
010965012-Medha Sub Division Office Coll.,07-Nov-25,B06766,0006098,01,0965,5,195280050950,CASH,-----------------------, ----------,---------,------,,730,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
010965012-Medha Sub Division Office Coll.,07-Nov-25,B06766,0006099,01,0965,5,196530115129,CASH,-----------------------, ----------,---------,------,,380,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
010965012-Medha Sub Division Office Coll.,07-Nov-25,B06766,0006100,01,0965,5,195011987228,CASH,-----------------------, ----------,---------,------,,390,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
010965012-Medha Sub Division Office Coll.,07-Nov-25,B06766,0006101,01,0965,5,195290001540,CASH,-----------------------, ----------,---------,------,,130,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
010965012-Medha Sub Division Office Coll.,07-Nov-25,B06766,0006102,01,0965,0,195390001296,NEFT,-----------------------, ----------,---------,------,,72526,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
010965012-Medha Sub Division Office Coll.,07-Nov-25,B06766,0006103,01,0965,5,196041910439,CASH,-----------------------, ----------,---------,------,,620,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
010965012-Medha Sub Division Office Coll.,07-Nov-25,B06766,0006103,05,0965,5,196041910439,CASH,-----------------------, ----------,---------,------,,1680,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
010965012-Medha Sub Division Office Coll.,07-Nov-25,B06766,0006104,01,0965,5,196040001559,CASH,-----------------------, ----------,---------,------,,390,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
010965012-Medha Sub Division Office Coll.,07-Nov-25,B06766,0006105,01,0965,5,195010011308,CASH,-----------------------, ----------,---------,------,,130,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
010965012-Medha Sub Division Office Coll.,07-Nov-25,B06766,0006106,01,0965,5,195670076861,CASH,-----------------------, ----------,---------,------,,840,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
010965012-Medha Sub Division Office Coll.,07-Nov-25,B06766,0006107,01,0965,0,195011988054,CASH,-----------------------, ----------,---------,------,,3500,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
010965012-Medha Sub Division Office Coll.,07-Nov-25,B06766,0006108,01,0965,5,195500001246,CASH,-----------------------, ----------,---------,------,,1560,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
010965012-Medha Sub Division Office Coll.,07-Nov-25,B06766,0006109,01,0965,5,195011925672,CASH,-----------------------, ----------,---------,------,,830,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
010965012-Medha Sub Division Office Coll.,07-Nov-25,B06766,0006110,01,0965,5,196231931734,CASH,-----------------------, ----------,---------,------,,230,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
010965012-Medha Sub Division Office Coll.,07-Nov-25,B06766,0006111,02,0965,0,195700002140,NEFT,-----------------------, ----------,---------,------,,13640,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
010965012-Medha Sub Division Office Coll.,07-Nov-25,B06766,0006112,01,0965,0,195010053752,NEFT,-----------------------, ----------,---------,------,,16550,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
010965012-Medha Sub Division Office Coll.,07-Nov-25,B06766,0006113,01,0965,5,195671941077,CASH,-----------------------, ----------,---------,------,,460,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
010965012-Medha Sub Division Office Coll.,07-Nov-25,B06766,0006114,01,0965,5,195010054155,CASH,-----------------------, ----------,---------,------,,280,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159206,01,0965,8,195270001781,CASH,-----------------------, ----------,---------,------,,1100,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159207,01,0965,8,195730001296,CASH,-----------------------, ----------,---------,------,,900,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159207,05,0965,8,195730001296,CASH,-----------------------, ----------,---------,------,,580,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159208,01,0965,8,195041952054,CASH,-----------------------, ----------,---------,------,,320,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159209,01,0965,8,195050025166,CASH,-----------------------, ----------,---------,------,,790,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159210,01,0965,8,195210044600,CASH,-----------------------, ----------,---------,------,,500,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159211,01,0965,8,195040020913,CASH,-----------------------, ----------,---------,------,,190,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159212,01,0965,8,195271926001,CASH,-----------------------, ----------,---------,------,,350,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159213,01,0965,8,195041929770,CASH,-----------------------, ----------,---------,------,,680,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159214,01,0965,8,195041929788,CASH,-----------------------, ----------,---------,------,,130,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159215,01,0965,8,195041956050,CASH,-----------------------, ----------,---------,------,,1730,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159216,01,0965,8,195271952282,CASH,-----------------------, ----------,---------,------,,2260,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159217,01,0965,8,195270002418,CASH,-----------------------, ----------,---------,------,,130,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159218,01,0965,8,195041925979,CASH,-----------------------, ----------,---------,------,,650,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159219,01,0965,8,195041938787,CASH,-----------------------, ----------,---------,------,,410,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159220,01,0965,8,195041985891,CASH,-----------------------, ----------,---------,------,,2310,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159221,01,0965,8,195050002760,CASH,-----------------------, ----------,---------,------,,2080,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159222,01,0965,8,195040054001,CASH,-----------------------, ----------,---------,------,,290,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159223,01,0965,8,195041923194,CASH,-----------------------, ----------,---------,------,,150,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159224,01,0965,8,195211945708,CASH,-----------------------, ----------,---------,------,,360,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159225,01,0965,8,195050002221,CASH,-----------------------, ----------,---------,------,,350,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159226,01,0965,8,195491946941,CASH,-----------------------, ----------,---------,------,,1130,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159227,01,0965,8,195110000681,CASH,-----------------------, ----------,---------,------,,560,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159228,01,0965,8,195111951778,CASH,-----------------------, ----------,---------,------,,410,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159229,01,0965,8,195111932030,CASH,-----------------------, ----------,---------,------,,520,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159230,01,0965,8,195490000823,CASH,-----------------------, ----------,---------,------,,280,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159231,01,0965,8,195140000758,CASH,-----------------------, ----------,---------,------,,650,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159232,01,0965,8,195210000041,CASH,-----------------------, ----------,---------,------,,180,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159233,01,0965,8,195040020204,CASH,-----------------------, ----------,---------,------,,1670,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159234,01,0965,8,195040002061,CASH,-----------------------, ----------,---------,------,,1200,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159235,01,0965,8,195040052581,CASH,-----------------------, ----------,---------,------,,130,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159236,01,0965,8,195141960721,CASH,-----------------------, ----------,---------,------,,100,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159237,01,0965,8,195270050331,CASH,-----------------------, ----------,---------,------,,130,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159238,01,0965,8,195270000997,CASH,-----------------------, ----------,---------,------,,2340,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159239,01,0965,8,195211949096,CASH,-----------------------, ----------,---------,------,,650,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159240,01,0965,8,195270001730,CASH,-----------------------, ----------,---------,------,,220,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159241,01,0965,8,195270001381,CASH,-----------------------, ----------,---------,------,,240,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159242,01,0965,8,195041926746,CASH,-----------------------, ----------,---------,------,,920,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159243,01,0965,8,195051921441,CASH,-----------------------, ----------,---------,------,,510,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159244,01,0965,8,195050023422,CASH,-----------------------, ----------,---------,------,,310,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159245,01,0965,8,195051957178,CASH,-----------------------, ----------,---------,------,,270,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159246,01,0965,8,195041921779,CASH,-----------------------, ----------,---------,------,,1280,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159247,01,0965,8,196590000959,CASH,-----------------------, ----------,---------,------,,450,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159248,01,0965,8,195040022037,CASH,-----------------------, ----------,---------,------,,1930,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159249,01,0965,8,195040053706,CASH,-----------------------, ----------,---------,------,,750,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159250,01,0965,8,195491960634,CASH,-----------------------, ----------,---------,------,,820,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159251,01,0965,8,195491931308,CASH,-----------------------, ----------,---------,------,,480,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159252,01,0965,8,195041933009,CASH,-----------------------, ----------,---------,------,,350,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159253,01,0965,8,195041927882,CASH,-----------------------, ----------,---------,------,,200,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159254,01,0965,8,195110034640,CASH,-----------------------, ----------,---------,------,,740,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159255,01,0965,8,195491959652,CASH,-----------------------, ----------,---------,------,,1480,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159256,01,0965,8,195430001260,CASH,-----------------------, ----------,---------,------,,180,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159257,01,0965,8,195441936619,CASH,-----------------------, ----------,---------,------,,810,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159258,01,0965,8,195441949133,CASH,-----------------------, ----------,---------,------,,280,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159259,01,0965,8,195040052459,CASH,-----------------------, ----------,---------,------,,560,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159260,01,0965,8,195040018064,CASH,-----------------------, ----------,---------,------,,1360,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159261,01,0965,8,195040002371,CASH,-----------------------, ----------,---------,------,,280,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159262,01,0965,8,195041941796,CASH,-----------------------, ----------,---------,------,,430,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159263,01,0965,8,195040054168,CASH,-----------------------, ----------,---------,------,,1350,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159264,01,0965,8,195040052360,CASH,-----------------------, ----------,---------,------,,1950,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159265,01,0965,8,195051935131,CASH,-----------------------, ----------,---------,------,,420,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159266,01,0965,8,195040021782,CASH,-----------------------, ----------,---------,------,,360,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159267,01,0965,8,195491930450,CASH,-----------------------, ----------,---------,------,,310,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159268,01,0965,8,195271957861,CASH,-----------------------, ----------,---------,------,,160,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159269,01,0965,8,195150037676,CASH,-----------------------, ----------,---------,------,,530,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,07-Nov-25,B08535,0159270,01,0965,8,195150000829,CASH,-----------------------, ----------,---------,------,,190,Y,Y,--------,N,Occs,,,,07-Nov-25,08-Nov-25,,,
